onet_soc_code,canonical_title,description,matched_target_families,top_skills,top_technology_examples
51-9022.00,"Grinding and Polishing Workers, Hand","Grind, sand, or polish, using hand tools or hand-held power tools, a variety of metal, wood, stone, clay, plastic, or glass objects. Includes chippers, buffers, and finishers.",,quality control analysis (3.38) | operations monitoring (3.25) | equipment maintenance (3.12) | operation and control (3.12) | repairing (3.00) | active listening (2.88) | critical thinking (2.88) | speaking (2.88) | troubleshooting (2.88) | complex problem solving (2.75) | judgment and decision making (2.75) | monitoring (2.75),microsoft excel | microsoft word
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders","Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients.",,operation and control (3.62) | operations monitoring (3.62) | critical thinking (3.12) | equipment maintenance (3.12) | monitoring (3.12) | quality control analysis (3.12) | reading comprehension (3.12) | repairing (3.12) | time management (3.12) | troubleshooting (3.12) | coordination (3.00) | judgment and decision making (3.00),microsoft excel | microsoft office software | microsoft outlook | microsoft windows | microsoft word | sap software | email software | enterprise resource planning erp software | operational databases | spreadsheet software | word processing software
51-9031.00,"Cutters and Trimmers, Hand","Use hand tools or hand-held power tools to cut and trim a variety of manufactured items, such as carpet, fabric, stone, glass, or rubber.",,active listening (2.88) | speaking (2.88) | time management (2.88) | judgment and decision making (2.75) | monitoring (2.75) | reading comprehension (2.75) | social perceptiveness (2.75) | critical thinking (2.62) | complex problem solving (2.50) | coordination (2.25) | management of personnel resources (2.25) | operation and control (2.25),microsoft excel | microsoft outlook | microsoft word
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material.",,operations monitoring (3.75) | operation and control (3.62) | quality control analysis (3.50) | monitoring (3.25) | reading comprehension (3.12) | coordination (3.00) | critical thinking (3.00) | equipment maintenance (3.00) | troubleshooting (3.00) | active listening (2.88) | complex problem solving (2.88) | judgment and decision making (2.75),microsoft excel | microsoft outlook | microsoft word | sap software
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Set up, operate, or tend machines, such as glass-forming machines, plodder machines, and tuber machines, to shape and form products such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics.",,operation and control (3.75) | operations monitoring (3.75) | monitoring (3.38) | speaking (3.12) | active listening (3.00) | critical thinking (3.00) | quality control analysis (3.00) | reading comprehension (3.00) | troubleshooting (3.00) | complex problem solving (2.88) | judgment and decision making (2.88) | social perceptiveness (2.88),microsoft excel | microsoft office software | microsoft outlook | microsoft word | sap software | enterprise resource planning erp software | operational databases | production scheduling software
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Operate or tend heating equipment other than basic metal, plastic, or food processing equipment. Includes activities such as annealing glass, drying lumber, curing rubber, removing moisture from materials, or boiling soap.",,operations monitoring (3.88) | active listening (3.12) | critical thinking (3.12) | monitoring (3.12) | operation and control (3.12) | reading comprehension (3.12) | speaking (3.12) | quality control analysis (3.00) | writing (2.62) | coordination (2.50) | active learning (2.38) | complex problem solving (2.38),microsoft excel | microsoft word | inventory tracking software | machine operation software
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",,quality control analysis (3.75) | critical thinking (3.25) | writing (3.25) | active listening (3.12) | judgment and decision making (3.12) | reading comprehension (3.12) | speaking (3.12) | monitoring (3.00) | operations monitoring (3.00) | time management (3.00) | complex problem solving (2.88) | coordination (2.88),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft word | apache hive | atlassian jira | autodesk autocad | dassault systemes solidworks | extensible markup language xml | microsoft access | microsoft sharepoint | microsoft visio | r | sap software
51-9071.00,Jewelers and Precious Stone and Metal Workers,"Design, fabricate, adjust, repair, or appraise jewelry, gold, silver, other precious metals, or gems.",,active listening (3.12) | critical thinking (3.00) | speaking (3.00) | coordination (2.88) | judgment and decision making (2.88) | social perceptiveness (2.88) | monitoring (2.75) | reading comprehension (2.75) | complex problem solving (2.62) | service orientation (2.62) | time management (2.62) | instructing (2.50),adobe illustrator | adobe photoshop | intuit quickbooks | microsoft excel | microsoft outlook | microsoft word | computer assisted jewelry design cad software | customer information databases | inventory tracking software | jewelry store point of sale pos software | metal designing software | retail management software | web browser software
51-9071.06,Gem and Diamond Workers,"Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools.",,quality control analysis (3.38) | active listening (3.12) | speaking (3.12) | critical thinking (3.00) | monitoring (3.00) | judgment and decision making (2.88) | reading comprehension (2.88) | complex problem solving (2.75) | mathematics (2.75) | operations monitoring (2.75) | service orientation (2.75) | social perceptiveness (2.75),business accounting software | gem identification databases | gemcad | inventory tracking software | jewelry design software | spectrophotometer analysis software | web browser software
51-9081.00,Dental Laboratory Technicians,Construct and repair full or partial dentures or dental appliances.,,reading comprehension (3.38) | critical thinking (3.25) | time management (3.25) | judgment and decision making (3.12) | operations monitoring (3.12) | active learning (3.00) | active listening (3.00) | complex problem solving (3.00) | monitoring (3.00) | speaking (3.00) | learning strategies (2.88) | quality control analysis (2.88),intuit quickbooks | microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft windows | microsoft word | bookkeeping software | computer aided design and drafting cadd software | computer aided design cad software | computer aided manufacturing cam software | computer imaging software | database management software | dental product design software | dental product manufacturing software
51-9082.00,Medical Appliance Technicians,"Construct, maintain, or repair medical supportive devices such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances.",,active listening (3.88) | critical thinking (3.75) | quality control analysis (3.75) | reading comprehension (3.62) | speaking (3.62) | troubleshooting (3.62) | operations monitoring (3.50) | social perceptiveness (3.50) | complex problem solving (3.38) | judgment and decision making (3.25) | monitoring (3.25) | service orientation (3.12),autodesk autocad | microsoft excel | microsoft office software | microsoft outlook | microsoft word | footmaxx metascan software | gait analysis software | ohio willow wood omega tracer system | orthotic fabrication software | seattle systems shapemaker | softsource cadview | vorum research corporation canfit-plus
51-9083.00,Ophthalmic Laboratory Technicians,"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerer-edgers, and lens mounters.",,operation and control (3.25) | operations monitoring (3.12) | quality control analysis (3.12) | time management (3.12) | critical thinking (3.00) | judgment and decision making (3.00) | monitoring (3.00) | reading comprehension (3.00) | active listening (2.88) | speaking (2.88) | active learning (2.75) | service orientation (2.75),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft word | sap software | electronic medical record emr software | eyeglass design software
51-9111.00,Packaging and Filling Machine Operators and Tenders,Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.,,operations monitoring (3.25) | monitoring (3.12) | active listening (3.00) | coordination (3.00) | operation and control (3.00) | critical thinking (2.88) | equipment maintenance (2.88) | quality control analysis (2.88) | reading comprehension (2.88) | social perceptiveness (2.88) | time management (2.88) | complex problem solving (2.75),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft word | sap software | email software | enterprise resource planning erp software | label printing software | spreadsheet software | word processing software
51-9123.00,"Painting, Coating, and Decorating Workers","Paint, coat, or decorate articles, such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather.",,active listening (2.88) | coordination (2.88) | monitoring (2.88) | social perceptiveness (2.88) | critical thinking (2.75) | reading comprehension (2.75) | speaking (2.75) | time management (2.62) | judgment and decision making (2.50) | service orientation (2.38) | writing (2.25) | active learning (2.12),adobe illustrator | adobe photoshop | microsoft excel | adobe freehand mx | corel wordperfect office suite
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transportation vehicles such as painters in auto body repair facilities.",,operations monitoring (3.62) | monitoring (3.12) | operation and control (3.12) | quality control analysis (3.12) | equipment maintenance (3.00) | repairing (3.00) | complex problem solving (2.88) | coordination (2.88) | equipment selection (2.88) | time management (2.88) | troubleshooting (2.88) | critical thinking (2.75),microsoft excel | microsoft office software | microsoft outlook | microsoft word | inventory control software | inventory management systems | maintenance management software | materials requirement planning mrp software | robotic painting software | scheduling software | time recording software
51-9141.00,Semiconductor Processing Technicians,"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties.",,operations monitoring (3.62) | critical thinking (3.38) | reading comprehension (3.38) | active listening (3.25) | monitoring (3.25) | quality control analysis (3.25) | coordination (2.88) | equipment maintenance (2.88) | judgment and decision making (2.88) | operation and control (2.88) | social perceptiveness (2.88) | speaking (2.88),microsoft excel | microsoft office software | microsoft powerpoint | python | microsoft word | sap software | camstar systems camstar semiconductor suite | database software | eyelit manufacturing | national instruments teststand | yieldwerx
51-9151.00,Photographic Process Workers and Processing Machine Operators,Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.,,operations monitoring (3.50) | active listening (3.38) | quality control analysis (3.38) | reading comprehension (3.25) | service orientation (3.25) | speaking (3.25) | complex problem solving (3.12) | critical thinking (3.12) | monitoring (3.12) | operation and control (3.12) | judgment and decision making (3.00) | time management (3.00),microsoft excel | microsoft outlook | microsoft word | adobe creative cloud software | adobe illustrator | adobe indesign | adobe photoshop | amazon web services aws software | cascading style sheets css | docker | git | microsoft access | microsoft office software | microsoft powerpoint | mongodb
51-9161.00,Computer Numerically Controlled Tool Operators,"Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other work pieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment.",,operation and control (4.12) | operations monitoring (4.12) | critical thinking (3.62) | monitoring (3.62) | quality control analysis (3.38) | active listening (3.12) | complex problem solving (3.12) | troubleshooting (3.12) | equipment maintenance (3.00) | judgment and decision making (3.00) | repairing (3.00) | speaking (3.00),autodesk autocad | dassault systemes solidworks | microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft project | microsoft word | sap software | g-code | 1cadcam unigraphics | bobcad-cam | cadem capsmill | cadem capsturn | cadem ncnet
51-9162.00,Computer Numerically Controlled Tool Programmers,"Develop programs to control machining or processing of materials by automatic machine tools, equipment, or systems. May also set up, operate, or maintain equipment.",,programming (3.75) | monitoring (3.50) | complex problem solving (3.12) | mathematics (3.12) | operations monitoring (3.12) | systems analysis (3.12) | active listening (3.00) | critical thinking (3.00) | judgment and decision making (3.00) | operation and control (3.00) | quality control analysis (3.00) | reading comprehension (3.00),autodesk autocad | dassault systemes solidworks | microsoft excel | microsoft office software | extensible markup language xml | microsoft outlook | microsoft powerpoint | microsoft word | sap software | g-code | mastercam computer-aided design and manufacturing software | 1cadcam unigraphics | 3d systems gibbscam | aptean made2manage | autodesk fusion 360
51-9191.00,Adhesive Bonding Machine Operators and Tenders,"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood; gluing paper; or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials.",,operation and control (3.88) | operations monitoring (3.75) | active listening (3.12) | monitoring (3.12) | quality control analysis (3.12) | speaking (3.12) | coordination (3.00) | reading comprehension (3.00) | repairing (3.00) | time management (3.00) | troubleshooting (3.00) | critical thinking (2.88),microsoft excel | microsoft office software | microsoft powerpoint | microsoft word | sap software | enterprise resource planning erp software
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities.",,operation and control (3.25) | operations monitoring (3.12) | active listening (2.88) | critical thinking (2.88) | monitoring (2.88) | speaking (2.88) | time management (2.88) | coordination (2.75) | reading comprehension (2.75) | social perceptiveness (2.75) | judgment and decision making (2.62) | complex problem solving (2.50),microsoft excel | microsoft word
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,"Operate or tend equipment such as cooling and freezing units, refrigerators, batch freezers, and freezing tunnels, to cool or freeze products, food, blood plasma, and chemicals.",,operations monitoring (3.88) | operation and control (3.75) | critical thinking (3.62) | complex problem solving (3.50) | monitoring (3.50) | equipment maintenance (3.12) | judgment and decision making (3.12) | quality control analysis (3.12) | repairing (3.12) | speaking (3.12) | troubleshooting (3.12) | active learning (3.00),microsoft excel | microsoft office software | microsoft powerpoint | microsoft word | google gmail
51-9194.00,Etchers and Engravers,"Engrave or etch metal, wood, rubber, or other materials. Includes such workers as etcher-circuit processors, pantograph engravers, and silk screen etchers.",,monitoring (3.12) | operations monitoring (3.12) | reading comprehension (3.12) | active listening (3.00) | critical thinking (3.00) | operation and control (3.00) | quality control analysis (3.00) | speaking (3.00) | judgment and decision making (2.88) | social perceptiveness (2.75) | time management (2.75) | complex problem solving (2.62),microsoft office software | adobe illustrator | microsoft windows | computer aided design and computer aided manufacturing cad / cam engraving software | corel coreldraw graphics suite | delcam artcam express | gravograph gravostyle | western engravers supply vision expert
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic","Mold, shape, form, cast, or carve products such as food products, figurines, tile, pipes, and candles consisting of clay, glass, plaster, concrete, stone, or combinations of materials.",,operation and control (3.00) | active listening (2.88) | operations monitoring (2.88) | reading comprehension (2.88) | monitoring (2.75) | quality control analysis (2.75) | speaking (2.75) | coordination (2.62) | critical thinking (2.62) | social perceptiveness (2.62) | time management (2.62) | writing (2.62),dassault systemes solidworks | microsoft excel | microsoft office software | microsoft outlook | microsoft word | computer aided design cad software | computer aided manufacturing cam software | inventory control software | mastercam computer-aided design and manufacturing software | timekeeping software
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Cut or carve stone according to diagrams and patterns.,,active listening (3.00) | critical thinking (3.00) | judgment and decision making (3.00) | monitoring (2.88) | reading comprehension (2.88) | speaking (2.88) | time management (2.88) | complex problem solving (2.75) | social perceptiveness (2.75) | coordination (2.62) | active learning (2.50) | operation and control (2.50),microsoft excel | microsoft word | corel paint shop pro | inventory control software | timekeeping software | word processing software
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Shape molten glass according to patterns.,,operation and control (3.38) | operations monitoring (3.38) | quality control analysis (3.38) | monitoring (3.25) | active listening (3.00) | critical thinking (3.00) | reading comprehension (3.00) | active learning (2.88) | complex problem solving (2.75) | judgment and decision making (2.75) | speaking (2.75) | time management (2.75),microsoft excel | microsoft outlook | billing software | inventory control software
51-9195.05,"Potters, Manufacturing","Operate production machines such as pug mill, jigger machine, or potter's wheel to process clay in manufacture of ceramic, pottery and stoneware products.",,operations monitoring (3.25) | operation and control (3.12) | active listening (3.00) | critical thinking (3.00) | monitoring (3.00) | quality control analysis (2.88) | social perceptiveness (2.88) | speaking (2.88) | reading comprehension (2.75) | complex problem solving (2.62) | coordination (2.62) | judgment and decision making (2.62),microsoft excel | microsoft outlook | inventory control software
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders","Set up, operate, or tend paper goods machines that perform a variety of functions, such as converting, sawing, corrugating, banding, wrapping, boxing, stitching, forming, or sealing paper or paperboard sheets into products.",,operations monitoring (3.62) | operation and control (3.25) | quality control analysis (3.12) | active listening (3.00) | critical thinking (3.00) | monitoring (3.00) | speaking (3.00) | time management (3.00) | active learning (2.88) | complex problem solving (2.88) | coordination (2.88) | equipment maintenance (2.88),adobe acrobat | adobe illustrator | adobe indesign | adobe photoshop | microsoft excel | microsoft office software | microsoft word | objectif lune printshop mail | quark enterprise publishing software | virtual systems mail-shop
51-9197.00,Tire Builders,Operate machines to build tires.,,operation and control (3.25) | operations monitoring (3.12) | active listening (3.00) | critical thinking (3.00) | monitoring (3.00) | judgment and decision making (2.75) | time management (2.75) | quality control analysis (2.62) | speaking (2.62) | social perceptiveness (2.38) | complex problem solving (2.25) | reading comprehension (2.25),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft project | microsoft word | sap software | ibm lotus notes | programmable logic controller plc software | web browser software | word processing software
51-9198.00,Helpers--Production Workers,"Help production workers by performing duties requiring less skill. Duties include supplying or holding materials or tools, and cleaning work area and equipment.",,active listening (2.88) | monitoring (2.88) | critical thinking (2.75) | operations monitoring (2.75) | speaking (2.75) | coordination (2.62) | operation and control (2.62) | quality control analysis (2.62) | reading comprehension (2.62) | social perceptiveness (2.62) | complex problem solving (2.25) | judgment and decision making (2.25),adobe acrobat | adobe indesign | adobe photoshop | autodesk autocad | microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft word | sap software | enterprise resource planning erp software | operational databases
51-9199.00,"Production Workers, All Other",All production workers not listed separately.,,,
53-1041.00,Aircraft Cargo Handling Supervisors,"Supervise and coordinate the activities of ground crew in the loading, unloading, securing, and staging of aircraft cargo or baggage. May determine the quantity and orientation of cargo and compute aircraft center of gravity. May accompany aircraft as member of flight crew and monitor and handle cargo in flight, and assist and brief passengers on safety and emergency procedures. Includes loadmasters.",,critical thinking (3.75) | management of personnel resources (3.75) | active listening (3.62) | monitoring (3.62) | speaking (3.62) | time management (3.62) | coordination (3.50) | learning strategies (3.50) | judgment and decision making (3.38) | reading comprehension (3.25) | social perceptiveness (3.25) | complex problem solving (3.12),facebook | microsoft excel | microsoft office software | microsoft outlook | microsoft word | cargo tracking system software | corel wordperfect office suite | warehouse management system wms | word processing software
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","Directly supervise and coordinate the activities of helpers, laborers, or material movers, hand.",,coordination (3.75) | management of personnel resources (3.62) | speaking (3.62) | active listening (3.50) | complex problem solving (3.38) | critical thinking (3.38) | monitoring (3.38) | time management (3.38) | instructing (3.12) | judgment and decision making (3.12) | reading comprehension (3.12) | writing (3.12),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft word | sap software | microsoft access | oracle database | inventory management systems | warehouse management system wms | corel wordperfect office suite | employee scheduling software | enterprise resource planning erp software | inventory control software | sage erp accpac
53-1042.01,Recycling Coordinators,Supervise curbside and drop-off recycling programs for municipal governments or private firms.,,speaking (3.88) | management of personnel resources (3.75) | active listening (3.62) | coordination (3.62) | critical thinking (3.62) | time management (3.62) | monitoring (3.50) | reading comprehension (3.50) | judgment and decision making (3.38) | social perceptiveness (3.25) | active learning (3.12) | persuasion (3.12),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft access | microsoft word | sap software | email software | operational databases | web browser software | work scheduling software
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Directly supervise and coordinate activities of material-moving machine and vehicle operators and helpers.,,active listening (4.00) | coordination (4.00) | management of personnel resources (4.00) | time management (4.00) | speaking (3.88) | critical thinking (3.62) | judgment and decision making (3.62) | reading comprehension (3.62) | social perceptiveness (3.62) | complex problem solving (3.50) | monitoring (3.50) | writing (3.38),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | sap software | microsoft access | microsoft word | warehouse management system wms | accellos real dispatch | actsoft comet tracker | barcode software | bill of lading software | cape systems cape pack | cape systems truckfill | commercial vehicle operations cvo software
53-1044.00,First-Line Supervisors of Passenger Attendants,Supervise and coordinate activities of passenger attendants.,,,microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft word | microsoft access | sap software | accellos real dispatch | commercial vehicle operations cvo software | enterprise resource planning erp software | general ledger software | inventory management systems | point of sale pos software | scheduling software | timekeeping software
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",All first-line supervisors of transportation workers not listed separately.,,,
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers","Pilot and navigate the flight of fixed-wing aircraft, usually on scheduled air carrier routes, for the transport of passengers and cargo. Requires Federal Air Transport certificate and rating for specific aircraft type used. Includes regional, national, and international airline pilots and flight instructors of airline pilots.",,operation and control (4.88) | operations monitoring (4.62) | active listening (4.12) | critical thinking (4.12) | monitoring (4.12) | judgment and decision making (4.00) | reading comprehension (3.88) | time management (3.88) | active learning (3.75) | speaking (3.75) | complex problem solving (3.62) | coordination (3.62),r | microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft visio | microsoft word | aeroplanner | airline pilots daily aviation log ppc | airsmith flightprompt | copilot flight planning and e6b | document object model dom scripting | doxstor flight level logbook | electronic aircraft information databases | ift-pro
53-2012.00,Commercial Pilots,"Pilot and navigate the flight of fixed-wing aircraft on nonscheduled air carrier routes, or helicopters. Requires Commercial Pilot certificate. Includes charter pilots with similar certification, and air ambulance and air tour pilots. Excludes regional, national, and international airline pilots.",,operation and control (4.75) | operations monitoring (4.38) | monitoring (4.12) | critical thinking (4.00) | active listening (3.88) | judgment and decision making (3.88) | reading comprehension (3.75) | speaking (3.75) | active learning (3.62) | complex problem solving (3.62) | coordination (3.25) | learning strategies (3.12),microsoft office software | adobe creative cloud software | aeronautical charts | aeroplanner | airdata | airline pilots daily aviation log ppc | airsmith flightprompt | ardupilot mission planner | calibration software | cloudcompare | doxstor flight level logbook | electronic aircraft information databases | esri site scan for arcgis | flight simulation software | flir thermal studio suite
53-2021.00,Air Traffic Controllers,"Control air traffic on and within vicinity of airport, and movement of air traffic between altitude sectors and control centers, according to established procedures and policies. Authorize, regulate, and control commercial airline flights according to government or company regulations to expedite and ensure flight safety.",,active listening (4.38) | speaking (4.25) | critical thinking (4.12) | judgment and decision making (4.12) | complex problem solving (4.00) | monitoring (4.00) | coordination (3.88) | active learning (3.75) | reading comprehension (3.75) | time management (3.50) | social perceptiveness (3.38) | operations monitoring (3.25),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | adobe acrobat | microsoft access | microsoft word | sap software | advanced technologies and oceanic procedures atop | automated radar terminal systems arts | center tracon automation systems ctas | direct-to-tool software | en route descent advisor eda | enterprise resource planning erp software | expedite departure path edp software
53-2022.00,Airfield Operations Specialists,"Ensure the safe takeoff and landing of commercial and military aircraft. Duties include coordination between air-traffic control and maintenance personnel, dispatching, using airfield landing and navigational aids, implementing airfield safety procedures, monitoring and maintaining flight records, and applying knowledge of weather information.",,active listening (4.00) | monitoring (4.00) | coordination (3.75) | critical thinking (3.75) | reading comprehension (3.75) | speaking (3.75) | complex problem solving (3.38) | writing (3.38) | active learning (3.25) | instructing (3.25) | judgment and decision making (3.25) | social perceptiveness (3.12),microsoft excel | microsoft office software | adobe photoshop | extensible markup language xml | intuit quickbooks | linux | microsoft access | microsoft outlook | microsoft powerpoint | microsoft sharepoint | microsoft windows | microsoft word | oracle database | sap software | aircraft noise monitoring system software
53-2031.00,Flight Attendants,"Monitor safety of the aircraft cabin. Provide services to airline passengers, explain safety information, serve food and beverages, and respond to emergency incidents.",,speaking (4.12) | active listening (3.88) | monitoring (3.88) | service orientation (3.75) | social perceptiveness (3.75) | coordination (3.62) | active learning (3.12) | critical thinking (3.12) | reading comprehension (3.12) | time management (3.12) | judgment and decision making (3.00) | persuasion (3.00),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft windows | microsoft word | ad opt altitude | arkitektia flight itinerary | bid assistant | ibm lotus learningspace | sbs international maestro suite | valtamtech flight crew log
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Drive ambulance or assist ambulance driver in transporting sick, injured, or convalescent persons. Assist in lifting patients.",,critical thinking (3.50) | service orientation (3.50) | active listening (3.38) | active learning (3.12) | reading comprehension (3.12) | social perceptiveness (3.12) | speaking (3.12) | instructing (3.00) | judgment and decision making (3.00) | monitoring (3.00) | operation and control (3.00) | complex problem solving (2.88),microsoft excel | microsoft office software | microsoft outlook | microsoft word | computer aided dispatch software | mapping software | spreadsheet software | word processing software
53-3031.00,Driver/Sales Workers,"Drive truck or other vehicle over established routes or within an established territory and sell or deliver goods, such as food products, including restaurant take-out items, or pick up or deliver items such as commercial laundry. May also take orders, collect payment, or stock merchandise at point of delivery.",,active listening (3.75) | speaking (3.62) | critical thinking (3.12) | service orientation (3.12) | complex problem solving (3.00) | reading comprehension (3.00) | social perceptiveness (3.00) | time management (3.00) | judgment and decision making (2.88) | monitoring (2.88) | persuasion (2.88) | active learning (2.75),microsoft excel | microsoft office software | bmobile technology route manager | bmobile technology sales | computer directions route sales tracker | geocomtms a maze planning | ibm domino | mobitech systems route sales trakker | regulussoft route accounting | route planning software | soft essentials vending essentials
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Drive a tractor-trailer combination or a truck with a capacity of at least 26,001 pounds Gross Vehicle Weight (GVW). May be required to unload truck. Requires commercial drivers' license. Includes tow truck drivers.",,operation and control (3.75) | operations monitoring (3.75) | monitoring (3.12) | critical thinking (3.00) | reading comprehension (3.00) | speaking (3.00) | time management (3.00) | troubleshooting (3.00) | active listening (2.88) | equipment maintenance (2.88) | judgment and decision making (2.88) | repairing (2.88),microsoft excel | microsoft office software | microsoft outlook | microsoft windows | microsoft word | sap software | 3m post-it app | adp ezlabormanager | alk technologies pc miler | computerized inventory tracking software | ddlsoftware com drivers daily log program ddl | eko | evernote | fog line software truckn pro | inventory tracking software
53-3033.00,Light Truck Drivers,"Drive a light vehicle, such as a truck or van, with a capacity of less than 26,001 pounds Gross Vehicle Weight (GVW), primarily to pick up merchandise or packages from a distribution center and deliver. May load and unload vehicle.",,active listening (3.12) | monitoring (3.12) | operation and control (3.12) | reading comprehension (3.12) | speaking (3.12) | critical thinking (3.00) | time management (3.00) | operations monitoring (2.75) | service orientation (2.75) | social perceptiveness (2.75) | writing (2.75) | complex problem solving (2.62),microsoft excel | microsoft office software | microsoft outlook | microsoft windows | automatic routing software | computerized inventory tracking software | eko | freightdata | ibm domino | internet browser software | inventory management systems | package location and tracking software | recordkeeping software | vehicle location and tracking software
53-3051.00,"Bus Drivers, School",Drive a school bus to transport students. Ensure adherence to safety rules. May assist students in boarding or exiting.,,active listening (3.38) | critical thinking (3.38) | monitoring (3.38) | social perceptiveness (3.25) | operations monitoring (3.12) | speaking (3.12) | coordination (3.00) | reading comprehension (3.00) | service orientation (3.00) | judgment and decision making (2.88) | operation and control (2.88) | time management (2.88),microsoft windows | aol mapquest | web browser software
53-3052.00,"Bus Drivers, Transit and Intercity","Drive bus or motor coach, including regular route operations, charters, and private carriage. May assist passengers with baggage. May collect fares or tickets.",,operation and control (3.88) | operations monitoring (3.62) | active listening (3.12) | critical thinking (3.12) | service orientation (3.12) | time management (3.12) | monitoring (3.00) | social perceptiveness (3.00) | speaking (3.00) | judgment and decision making (2.75) | reading comprehension (2.75) | active learning (2.62),microsoft windows | aol mapquest | microsoft mappoint | web browser software
53-3053.00,Shuttle Drivers and Chauffeurs,Drive a motor vehicle to transport passengers on a planned or scheduled basis. May collect a fare. Includes nonemergency medical transporters and hearse drivers.,,active listening (3.38) | critical thinking (3.25) | monitoring (3.25) | operation and control (3.25) | operations monitoring (3.12) | service orientation (3.12) | social perceptiveness (3.12) | speaking (3.12) | coordination (2.88) | reading comprehension (2.88) | time management (2.88) | judgment and decision making (2.75),facebook | microsoft excel | microsoft office software | microsoft windows | actsoft comet tracker | aol mapquest | digital dispatch | easy dispatch | eventhelix webtaxi | global positioning system gps software | gpc autocab | mobile knowledge cabmate | pc dispatch | penchant software dispatchoffice | piccolo software piccolotaxi
